,alpha,delta,experiment,filename,filter,h,l,language,make-param,mean,min,s,size,tmean,var
150,,"[32180934, 13335690, 42450468, 13025918, 13415672, 19184196, 13031437, 13206615, 39430604, 12972192, 16015399, 13078179, 13751571, 20419968, 36115345, 13312957, 13178894, 16534381, 13427577, 14479657, 43591860, 16861186, 18329584, 14435944, 12488416, 33233255, 12434760, 15894289, 11941788, 13074619, 15926986, 13119148, 13237657, 13464034, 15811398, 14940751, 11937777, 18464303, 34207441, 12129799, 17405580, 11929376, 13487869, 19231796, 11989586, 31488108, 11976356, 13310860, 20208122, 47215455, 11964567, 13422708, 12161162, 14876310, 11931217, 109010188, 16493240, 44143327, 12327003, 11926488, 21072917, 65498859, 11973572, 16999809, 18327851, 12382594, 15665104, 27744282, 12127620, 13436689, 11983688, 13075981, 15567185, 13612185, 11992367, 28433490, 11971554, 11928793, 12060331, 13356124, 11949200, 11907571, 12071149, 35101591, 12332582, 13637598, 11941202, 12131432, 13118815, 12321377, 25717658, 12867450, 13117143, 11987022, 12159138, 13436838, 12176529, 12013839, 13046166, 27101663]",hsl-force-first-if,hsl-empty-if-0-0-0 400x400 (1956297539),hsl,0.0,0.0,c,o3shift,18539189.25,11907571,0.0,400,13918581.32,176338178317393.4
151,,"[35720451, 47815347, 38760863, 29172599, 51126765, 31925511, 43043009, 37214885, 35951831, 44924526, 36042732, 42013557, 35732658, 36143787, 18900951, 18881360, 18761388, 21974228, 19204832, 21138937, 19250744, 18983925, 19002155, 18804366, 19024754, 19141889, 18728240, 18982261, 18808417, 19207088, 29017083, 20618835, 19087455, 18999875, 55324497, 75687027, 38928852, 41698337, 29685392, 43658416, 22613943, 65040055, 39387350, 30381690, 39588312, 48812400, 37721808, 21364300, 53505751, 53070815, 41734123, 20740742, 53084280, 42179007, 32510655, 45744398, 29592220, 47270214, 36526275, 31406539, 36209357, 42979337, 43325777, 31171844, 46969136, 35786256, 35828923, 36313574, 35506190, 22697897, 19364610, 18835360, 19541186, 19660657, 18793044, 19478461, 18829935, 19043436, 18845024, 19345830, 19050521, 18517990, 19226896, 18695686, 19107672, 20292805, 18682945, 18341273, 18634078, 18458369, 18414740, 18658453, 18349011, 18623934, 18428276, 18416023, 18930922, 18451723, 18661634, 18357211]",hsl-force-first-if,hsl-empty-if-0-0-0 400x400 (1956297539),hsl,0.0,0.0,asm1,o3shift,29521906.98,18341273,0.0,400,26012782.32,161797727754004.53
152,,"[59705987, 75355621, 98665311, 63669818, 41869335, 142211520, 53369509, 42140676, 47881525, 37096409, 37188623, 37131765, 37439371, 37181720, 38568422, 36365259, 36970231, 36857487, 36516858, 36673471, 36058714, 36307062, 36681884, 36797238, 36339132, 37065907, 36459378, 35992540, 36479869, 36117150, 36374206, 36410677, 36771768, 36995956, 36263037, 37010158, 36815033, 36672390, 36882970, 37004446, 37193790, 36851515, 36916108, 36417713, 36836543, 36646670, 36164137, 37014693, 37039277, 36990468, 37164306, 37049109, 36950845, 36827457, 36906076, 36987052, 36769603, 37213151, 36984548, 36823180, 36848098, 37131717, 36896826, 37075886, 36741893, 36803017, 37554011, 36893631, 36590796, 36940015, 37445090, 36624806, 36856743, 36949269, 37084963, 36981671, 36785894, 37297025, 37220870, 37090118, 50847654, 40450903, 54087869, 38398381, 45034115, 38490949, 38872998, 38256821, 37964779, 38829272, 38155309, 38249382, 38156066, 38226594, 37925635, 36967869, 36902063, 36808143, 36750574, 37473952]",hsl-force-first-if,hsl-empty-if-0-0-0 400x400 (1956297539),hsl,0.0,0.0,asm2,o3shift,40387663.41,35992540,0.0,400,37028128.18,176278856918053.5
153,,"[37752852, 33767624, 26961425, 29091197, 49069496, 37260321, 27211460, 34737241, 34593694, 32303060, 34749366, 39267355, 26938665, 29795592, 39689397, 33360751, 27081888, 32324783, 36611255, 28846935, 30089527, 28832911, 30642587, 36322637, 26827186, 28772103, 36798921, 27131136, 32194054, 32696920, 27130785, 56930450, 59048698, 42585325, 31070338, 27013442, 28023647, 30092451, 36984829, 35740134, 26807884, 76168177, 61497742, 27093842, 73124449, 36070310, 61553251, 67122240, 48318838, 26880793, 73240156, 26916515, 26761154, 26829002, 26809807, 26821346, 26874535, 26814597, 27018238, 26826129, 26813687, 26817582, 26857477, 26760080, 26841164, 26803201, 29467938, 30718546, 32191181, 38200479, 87298633, 61484884, 55989729, 61671892, 49946126, 27042989, 26969582, 33040039, 26738864, 26816587, 26843410, 26898645, 26981926, 27021794, 26852922, 27005066, 26832769, 27075749, 26968022, 27313537, 27266542, 30302442, 27101712, 61686906, 50237124, 111181989, 81212644, 100933664, 123667270, 105849713]",hsl-force-last-if,hsl-full-if-99-0-0 400x400 (1956297539),hsl,99.0,0.0,c,o3shift,39135959.49,26738864,0.0,400,30877487.5,413998153212452.9
154,,"[127182458, 65418728, 87637829, 124020368, 85144568, 46714033, 58455608, 49573684, 53047407, 41562855, 50869581, 57438056, 61539563, 51337149, 39563232, 88130797, 38176073, 37107896, 39038493, 36870426, 38741650, 36925166, 37242353, 40339722, 52779682, 49817381, 38514839, 37224153, 37424525, 37635411, 47273828, 39326899, 40818208, 35942791, 35930507, 35498164, 35517785, 35982924, 36323901, 35315680, 35693154, 35202705, 35160583, 35668813, 35291183, 35232989, 36552296, 35732411, 35110867, 35039983, 35447266, 34898898, 35231998, 35761390, 35442791, 38842732, 35888993, 36290696, 36871428, 37241715, 36763787, 36999071, 36467039, 37122141, 35841505, 36031334, 36102039, 35793698, 36211636, 37174810, 36423834, 37328150, 36755084, 36404167, 36396050, 36764521, 36408856, 36535933, 36383672, 37537557, 36628690, 36531407, 36768946, 36462440, 36590429, 36728819, 36024728, 36440123, 36824887, 38395552, 35549443, 36811013, 37141047, 36325816, 36699243, 36659458, 36706949, 36736403, 36409442, 36690739]",hsl-force-last-if,hsl-full-if-99-0-0 400x400 (1956297539),hsl,99.0,0.0,asm1,o3shift,42045777.22,34898898,0.0,400,36835239.24,247593866146851.22
155,,"[42585850, 41259967, 40479085, 40809723, 40191140, 40297979, 40493835, 40263087, 40330963, 40453284, 41008906, 40871080, 40221642, 40227646, 40231642, 40205121, 40226355, 40716995, 40464506, 40275377, 40355616, 40143925, 40546666, 39778061, 39930790, 40651536, 39610330, 39400655, 40264989, 39916888, 40154670, 40245914, 39601950, 40245290, 40784839, 39477423, 39848418, 40891598, 39653456, 40554480, 40310738, 39473187, 40274414, 39301171, 39609543, 40033511, 40162680, 39698813, 40749298, 39246072, 39101223, 40668924, 39388211, 39715749, 39208549, 39620460, 39950841, 39119697, 38937018, 40290734, 39172947, 39009064, 40360754, 39612731, 38995070, 40211384, 39228104, 39522680, 40792456, 40217764, 40706868, 40381741, 40339937, 40305764, 40283383, 40015349, 40340467, 39667697, 40976232, 40482945, 39675475, 39467190, 40779283, 40135255, 39428538, 41002978, 39946441, 39174476, 40238740, 39114546, 39724899, 39839928, 40301627, 40244542, 40314170, 39437322, 40473754, 40980502, 39713596, 39567962]",hsl-force-last-if,hsl-full-if-99-0-0 400x400 (1956297539),hsl,99.0,0.0,asm2,o3shift,40087170.71,38937018,0.0,400,40106516.44,359457384206.2222
156,,"[47830500, 32853169, 51211588, 47682285, 20934642, 23826577, 21773096, 40390281, 48464721, 32231348, 46632061, 31241651, 45238877, 42259334, 49079078, 25871458, 21299526, 20121427, 20387769, 23242831, 20512491, 21053176, 21461017, 21076284, 22640425, 21780248, 20575732, 20232772, 22781591, 20411665, 30938220, 48796708, 51967704, 42232610, 21765312, 28007782, 24574148, 20866321, 28264551, 29721835, 21065017, 21665033, 21034210, 21341906, 19974043, 28181324, 25159747, 21274696, 21298760, 20378401, 31787694, 22137086, 24235788, 20699733, 30475801, 20786708, 24330728, 21023550, 24841849, 44319125, 28532441, 26691936, 43223471, 20616912, 30802903, 42260977, 55277691, 33037584, 38889891, 36558468, 38846040, 36223564, 54592665, 27710361, 54956224, 30837800, 54370625, 24901929, 30752263, 19553745, 42907945, 54528322, 19560042, 60169026, 42831553, 19541785, 42032485, 20300858, 20086807, 19640345, 19643342, 41704482, 20429090, 36926781, 54651275, 23117698, 22909759, 22277766, 58967892, 25968245]",fixed-pixel-variable-size,fixed 400x400 (1956297539),hsl,99.0,0.0,c,o3shift,31150769.98,19541785,0.0,400,27583233.46,141170481338390.47
157,,"[27910471, 86973311, 80318611, 92338274, 100627448, 118024365, 62608097, 131232845, 27836728, 46183177, 28197363, 27790926, 27804153, 27837225, 27728115, 27873725, 30650070, 28907395, 63446148, 28696749, 83340374, 40479161, 27804635, 85721885, 28109764, 27793273, 40142343, 42308549, 42250644, 43070797, 37812363, 28574796, 34612730, 47881598, 61469426, 44853577, 63689626, 28459394, 44448098, 29215775, 42533873, 60696678, 30105367, 56195046, 41658409, 29059380, 43791819, 31270740, 27808352, 50041085, 28906330, 28840416, 28014028, 42246523, 27878046, 27208716, 36452576, 28689983, 27376778, 29367926, 27562102, 27245119, 27166326, 29128049, 27591895, 27654652, 27454593, 27411823, 29289145, 27372592, 27162426, 27093141, 29213138, 27041381, 27086143, 27603079, 29471180, 27567951, 27755781, 30161578, 28959965, 27725132, 27690792, 27674467, 29277800, 27756253, 28236455, 27910387, 27960347, 28267732, 27720203, 27284817, 27456349, 27798469, 27357012, 27331648, 27431590, 27917289, 27844115, 27725665]",fixed-pixel-variable-size,fixed 400x400 (1956297539),hsl,99.0,0.0,asm1,o3shift,38085246.56,27041381,0.0,400,29739241.1,415624210935683.9
158,,"[52147032, 39413468, 53812580, 39661603, 39538895, 39309428, 39925901, 39079043, 39427091, 39651903, 39450463, 39797077, 39225489, 39212965, 40134086, 44822000, 39167035, 40324782, 39433653, 39396723, 39647150, 40356897, 39778491, 39978205, 39552442, 40692010, 42506988, 39908268, 40695236, 57161858, 42258457, 41763391, 41506989, 42206768, 41605451, 40759024, 42138050, 40259552, 42219855, 41275691, 41517078, 40610611, 40254302, 41547738, 40102812, 42765482, 39947438, 39725675, 38912619, 38899680, 39645260, 38729239, 38336301, 39671047, 38981650, 39352594, 39411050, 38315462, 39189162, 40097624, 38632322, 38499943, 40021942, 39118963, 39189955, 39879438, 38572289, 38905753, 39264347, 38078605, 39417801, 39855179, 38649557, 38881240, 38877135, 38229438, 38526167, 39596700, 38298085, 38956706, 38025934, 38538225, 39121941, 38123701, 37998224, 39556370, 38115479, 38008051, 39652200, 38351112, 38055669, 39506445, 38207339, 38670819, 40118405, 39430054, 39556902, 39807175, 39565908, 39555940]",fixed-pixel-variable-size,fixed 400x400 (1956297539),hsl,99.0,0.0,asm2,o3shift,40126322.72,37998224,0.0,400,39535291.9,7926475544298.99
159,,"[4481896, 4337179, 4407982, 4295171, 4176339, 4352984, 4173133, 4308350, 4366930, 4306295, 4310518, 4459817, 4347893, 4454031, 4316696, 4302665, 4196648, 4289778, 6150191, 4336970, 5191316, 4332691, 4403321, 4318021, 4274058, 4232290, 4172327, 4448556, 4167850, 4171378, 4275111, 4326223, 4318477, 4507770, 4324889, 4343397, 4313576, 4381972, 4350365, 4310755, 4321629, 4250323, 4246646, 4301268, 4359460, 4517750, 4665914, 4336037, 4322719, 4320518, 4236469, 4273461, 4168395, 4266936, 4312830, 4321345, 4335294, 4176669, 4330544, 4170045, 4242450, 4170824, 4270183, 4226879, 4265320, 4415144, 4315169, 4373511, 4376683, 4361832, 4422460, 4678074, 4409948, 4333351, 4307715, 4345048, 4246963, 4312123, 4232015, 4532385, 4327252, 4300625, 4359597, 4241665, 4168243, 4169129, 4382822, 4304955, 4314079, 4170955, 4313282, 4223347, 4263984, 4230882, 4292519, 4361696, 4440321, 4388361, 4739589, 4232617]",fixed-pixel-variable-size,fixed 400x400 (1956297539),blur,,,c,o3shift,4348340.58,4167850,,400,4315620.02,51803403628.833336
160,,"[2601635, 2505187, 2722008, 2503818, 2553162, 2502602, 2575557, 2503069, 2503122, 2503268, 2499693, 2602827, 2642852, 2498402, 2506267, 2566797, 2502724, 2507387, 2599071, 2562015, 2503238, 2497403, 2506016, 2565577, 2529153, 2567016, 2611575, 2683816, 2696389, 2800004, 2603074, 2636155, 2596682, 2564740, 2505793, 2525591, 2574400, 2528775, 2555269, 2504648, 2567019, 2504916, 2502682, 2593015, 2516415, 2506251, 2504247, 2506424, 2564293, 2605819, 2506180, 2528213, 2576673, 2502325, 2555756, 2604088, 2533201, 2534443, 2508063, 2506320, 2502313, 2824380, 2502314, 2593374, 2589358, 2596428, 2599392, 2564156, 2629418, 2621850, 2580038, 2616383, 2512881, 2679864, 2540801, 2650686, 2508675, 2594959, 2503803, 2565797, 2506600, 2530570, 2954354, 2550277, 2587530, 2604661, 2588897, 2555744, 2549865, 2579944, 2553538, 2624934, 2580509, 2506769, 2646687, 2510487, 2506534, 2649571, 2566763, 2503390]",fixed-pixel-variable-size,fixed 400x400 (1956297539),blur,,,asm1,o3shift,2566776.14,2497403,,400,2551649.0,5554072683.132576
161,,"[2268520, 2349504, 2310634, 2403444, 2288473, 2280563, 2332757, 2514468, 2188126, 2283389, 2245842, 2196802, 2260536, 2280023, 2233883, 2196695, 2433447, 2182894, 2196421, 2341841, 2311726, 2274942, 2200419, 2199509, 2196820, 2183682, 2261772, 2242856, 2196621, 2182680, 2182921, 2256853, 2183180, 2196674, 2279287, 2211001, 2196517, 2196433, 2294402, 2727395, 2320256, 2255776, 2256719, 2253370, 2265441, 2180042, 2178004, 2267743, 2238301, 2292859, 2252457, 2404661, 2525304, 2361645, 2257366, 2250375, 2246047, 2246212, 2266420, 2423349, 2328367, 2274248, 2249121, 2269995, 2247702, 2213624, 2173831, 2266322, 2182882, 2177754, 2177978, 2177647, 2329450, 2177275, 2226348, 2177531, 2173546, 2238006, 2278878, 2346661, 2273504, 2249728, 2274601, 2246306, 2222581, 2173456, 2177186, 2178200, 2232441, 2173813, 2177448, 2230640, 2221828, 2173798, 2176659, 2262901, 2332192, 2255131, 2264827, 2253984]",fixed-pixel-variable-size,fixed 400x400 (1956297539),blur,,,asm2,o3shift,2257446.89,2173456,,400,2242904.1,7315078739.311237
162,0.14674845465465455,"[2755191, 2677833, 2614741, 2631340, 2574878, 2864589, 2654596, 2641714, 2616487, 2575099, 2657282, 2596147, 2530519, 2523083, 2530418, 2582935, 2530055, 2521911, 2530198, 2580963, 2530326, 2592052, 2530034, 2529731, 2530154, 2535079, 2552266, 2726780, 2737954, 2651014, 2665289, 2623859, 2624118, 2616285, 2609388, 2525433, 2500059, 2612283, 2574952, 2527637, 2530252, 2576754, 2546556, 2608712, 2530296, 2518913, 2540260, 2519223, 2470412, 2576746, 2551368, 2519208, 2530320, 2519160, 2535889, 2597976, 2543499, 2519502, 2530484, 2519267, 2497268, 2466374, 2550735, 2518958, 2530061, 2518800, 2839357, 2674398, 2870087, 2667341, 2681025, 2688083, 2626320, 2868491, 3033821, 3862339, 2658583, 2634937, 2610058, 2717821, 2621490, 2590035, 2610170, 2920378, 2684770, 2644860, 2820128, 2663345, 2644556, 2758458, 2728101, 2884642, 2615605, 2664996, 2649635, 2572924, 2642140, 2642701, 2603787, 2528098]",fixed-pixel-variable-size,fixed 400x400 (1956297539),merge,,,c,o3shift,2627751.45,2466374,,400,2594145.16,26589282421.906567
163,0.14674845465465455,"[1189583, 1167367, 1168254, 1177391, 1165832, 1163766, 1223774, 1164688, 1162150, 1209041, 1166892, 1167049, 1194024, 1207950, 1172677, 1179137, 1175924, 1168358, 1262854, 1168513, 1167415, 1175544, 1164881, 1163135, 1163406, 1166100, 1164438, 1283424, 1163956, 1165151, 1164012, 1166056, 1163489, 1165324, 1175752, 1165119, 1173688, 1163807, 1176263, 1234050, 1217810, 1174235, 1170871, 1164828, 1166440, 1165161, 1164670, 1165619, 1164060, 1227067, 1198438, 1163623, 1168902, 1165720, 1166323, 1164557, 1167998, 1164161, 1282595, 1259529, 1270312, 1210511, 1215799, 1233214, 1209612, 1220537, 1206275, 1207343, 1203494, 1208598, 1251069, 1204730, 1168863, 1165603, 1167180, 1164708, 1164997, 1164783, 1233565, 1172740, 1167474, 1254380, 1163985, 1163063, 1162998, 1310570, 1167813, 1164973, 1165366, 1165517, 1163236, 1164661, 1164170, 1154495, 1181267, 1163623, 1165345, 1165776, 1163983, 1164221]",fixed-pixel-variable-size,fixed 400x400 (1956297539),merge,,,asm1,o3shift,1184436.9,1154495,,400,1170184.68,1077693698.9191918
164,0.14674845465465455,"[420684, 401562, 399927, 402832, 399129, 397354, 397360, 397184, 397262, 397080, 397116, 397134, 397312, 411761, 397154, 398651, 397178, 445205, 399956, 397523, 397404, 397139, 397211, 397413, 397428, 397119, 397303, 397243, 455122, 445824, 443161, 402166, 405911, 577188, 532467, 541634, 448572, 437652, 431920, 430608, 460584, 421232, 419755, 427539, 421507, 416993, 413867, 415158, 421306, 401877, 402038, 397345, 401654, 406434, 502248, 399703, 502482, 397547, 399081, 402903, 399150, 397389, 397187, 397208, 397184, 397226, 396842, 397425, 397407, 398228, 397279, 397312, 397187, 398466, 397484, 397377, 398249, 398023, 397609, 397130, 406035, 397074, 397452, 397157, 399165, 397505, 397336, 397490, 443765, 400444, 403698, 407472, 406711, 401961, 400093, 399406, 398861, 400762, 423736, 467053]",fixed-pixel-variable-size,fixed 400x400 (1956297539),merge,,,asm2,o3shift,413056.4,396842,,400,400453.76,1037617163.3333334
165,,"[4385823, 4282342, 4310303, 4667834, 4307468, 4335735, 4338684, 10455378, 4307495, 4277262, 4332145, 4294131, 4264200, 4325249, 4501588, 4276776, 4347671, 4268550, 4304128, 4294125, 4281184, 4395448, 4285968, 4335027, 4303063, 4270900, 4267457, 4286737, 4264770, 4277409, 4266324, 4264657, 4344328, 4265665, 4307950, 4295205, 4279051, 4300779, 4264938, 4302846, 4303573, 4272091, 4265415, 4341132, 4264969, 4315621, 4301234, 4282527, 4326412, 4291688, 4314635, 4289060, 4275647, 4293426, 4324059, 4274069, 4331812, 4275400, 4289588, 4269413, 4269859, 4314299, 4264987, 4270180, 4288715, 4323830, 4276978, 4311891, 4284051, 4303844, 4273522, 4282488, 4270448, 4264743, 4293511, 4281090, 4291670, 4304467, 4344997, 4294204, 4266614, 4271093, 4352726, 4308270, 4306698, 4323140, 4352668, 4327966, 4393244, 4346361, 4305957, 4267258, 4319352, 4296463, 4269764, 4290855, 4269679, 4325875, 4309025, 4269771]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),hsl,99.0,0.0,c,o3fastshift,4366209.17,4264200,0.0,200,4294890.36,380937336969.1313
166,,"[6636818, 6633967, 6681401, 6661612, 6644682, 6660622, 6618227, 6636763, 6621982, 6663653, 6666319, 6618832, 6670149, 6625010, 6627910, 6639098, 6668379, 6635612, 6666310, 6635572, 6621576, 6606423, 6627337, 6663272, 6621738, 6656718, 6605712, 6694693, 6611408, 6681655, 6690187, 6781647, 6731803, 6656544, 6619418, 6609234, 6639199, 6659603, 6609094, 6671765, 6607235, 6631073, 6608269, 6626934, 6664368, 6617409, 6708097, 6624421, 6634669, 6651510, 6633073, 6709052, 6645201, 6780304, 6678022, 6682473, 6635163, 6609024, 6625694, 6659261, 6707489, 6622141, 6607494, 6617220, 6635386, 6638140, 6630386, 6654954, 6671239, 6614613, 6741914, 6608441, 6618951, 6674524, 6605818, 6713692, 6662783, 6687247, 6628847, 6619598, 6618102, 6621915, 6641073, 6611844, 6667140, 6632089, 6623963, 6694412, 6647441, 6678114, 6618685, 6661462, 6652099, 6609759, 6674967, 6605996, 6653644, 6625087, 6619198, 6667595]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),hsl,99.0,0.0,asm1,o3fastshift,6647886.58,6605712,0.0,200,6641293.88,1297985940.0454545
167,,"[10112254, 10032593, 10061062, 10100209, 10009435, 10055738, 10072011, 10065140, 10067674, 10053298, 10033307, 10137939, 10101231, 10053897, 10079100, 10058855, 10016762, 10055698, 10162809, 10170056, 10076700, 10015300, 10067292, 10050750, 10071978, 10017739, 9997710, 10066871, 10049950, 10083633, 10078431, 12708408, 10017256, 10082634, 10022946, 10017119, 10055369, 10054217, 10040194, 10015980, 10100056, 10210412, 10205323, 10166897, 9999313, 10021164, 10066202, 10075794, 10027119, 10039937, 10082879, 10009490, 10079170, 10016130, 10057575, 10096008, 10067756, 10019958, 10009356, 10023618, 10058180, 9995952, 10007891, 44882265, 10015428, 10030422, 12195703, 10353559, 10022748, 10325181, 10072466, 9997182, 38288520, 14309351, 10041638, 10032602, 10099659, 10279682, 9993504, 10810309, 30228879, 10058925, 10031194, 10028112, 11192596, 10214206, 10019723, 10099524, 10024384, 10014921, 30826811, 10157064, 10004887, 10270625, 10020361, 11057789, 10454982, 22016825, 35820415, 12312246]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),hsl,99.0,0.0,asm2,o3fastshift,11631304.13,9993504,0.0,200,10064224.9,34801039292535.453
168,,"[1310553, 1073849, 1070576, 1205182, 1074743, 1111524, 1075967, 1074389, 1075207, 1076205, 1074233, 2368118, 1076074, 1076031, 1075873, 1074410, 1074462, 1075888, 1075744, 1075763, 1075714, 1097525, 1076077, 1075738, 1075571, 1075595, 1075717, 1074423, 1075384, 22020430, 1078138, 1076883, 1083321, 1127731, 1228086, 1077671, 1077106, 1074981, 1117141, 1075528, 1077130, 1075982, 1076032, 1181029, 1074468, 1074908, 1075234, 1076300, 1074139, 1074603, 1075622, 1244088, 1075827, 1100754, 1075781, 1075753, 1074007, 1075930, 1075414, 1075659, 1075415, 1291190, 1074776, 1266302, 1075836, 1074493, 1080360, 1076419, 1075784, 1075742, 1076403, 1075684, 1121555, 1076037, 1075579, 1115355, 1075552, 1075732, 1073833, 1075717, 1075753, 1075784, 1097424, 1075869, 1075845, 1076495, 1075494, 1074572, 1104552, 1074884, 1075531, 1075933, 1125118, 1074422, 1075748, 1075839, 1075384, 1075937, 1075393, 1075976]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),blur,,,c,o3fastshift,1313619.28,1070576,,200,1075855.44,4393164127216.6274
169,,"[629889, 629028, 628201, 631458, 629520, 629834, 629553, 629309, 632777, 631663, 631529, 630042, 637191, 631537, 655312, 630503, 630884, 629975, 630271, 631504, 632319, 630366, 629895, 630567, 630527, 630588, 630130, 629801, 631119, 629639, 633339, 633787, 632014, 631739, 630844, 631101, 629697, 630762, 631846, 852035, 699770, 633989, 633904, 636404, 637044, 636785, 660025, 635445, 635018, 634556, 634270, 634160, 634154, 633861, 632554, 633656, 26663366, 739994, 650745, 632920, 633128, 632634, 633277, 632523, 632713, 634288, 633937, 632957, 631940, 634077, 633125, 637274, 634187, 632618, 647796, 633943, 634196, 634422, 633027, 634975, 632341, 634035, 634865, 633278, 632429, 632566, 634111, 632569, 633189, 633018, 633897, 643660, 633247, 632750, 633464, 633812, 632838, 634871, 633345, 632103]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),blur,,,asm1,o3fastshift,897781.4,628201,,200,632952.02,6774092519683.899
170,,"[583147, 570198, 567646, 568305, 567536, 567536, 569685, 566068, 567243, 566208, 565741, 566327, 565714, 568186, 567338, 565989, 565891, 566456, 567787, 568415, 567686, 25230494, 569765, 566779, 566208, 566266, 568107, 566566, 565998, 566663, 567792, 565933, 568009, 566129, 565961, 566113, 567377, 567890, 18119768, 566379, 565790, 572753, 567304, 566575, 567057, 573254, 571294, 710848, 569212, 566767, 566257, 565906, 567670, 568235, 565784, 566175, 567731, 568638, 571618, 566654, 566083, 567997, 566233, 567991, 40767788, 566474, 691015, 566095, 566040, 567604, 566574, 566953, 570390, 13036196, 570107, 565985, 567634, 565894, 565979, 565830, 566974, 568034, 565827, 567704, 565866, 568113, 573287, 570989, 570461, 583337, 566336, 570799, 567845, 565934, 569151, 571737, 568394, 569691, 570399, 570714]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),blur,,,asm2,o3fastshift,1519492.75,565714,,200,567412.16,26235197202983.99
171,0.14674845465465455,"[646175, 600929, 598154, 597534, 596612, 596640, 596835, 603319, 598120, 597430, 602776, 596817, 596869, 597494, 740294, 597376, 596722, 596951, 597046, 596832, 597168, 618100, 596417, 603740, 603115, 603646, 596823, 596866, 597287, 596796, 596997, 596655, 596646, 596960, 1022613, 659927, 623591, 597849, 597058, 597369, 599262, 596475, 597098, 600312, 599537, 597278, 597110, 603856, 596582, 596979, 631471, 661072, 635158, 597012, 622301, 620997, 597098, 596646, 620646, 621870, 597269, 24256202, 712710, 597901, 648935, 598460, 597159, 597757, 597678, 596799, 599455, 597336, 606613, 597400, 596945, 597699, 597156, 597531, 596982, 617236, 596875, 596994, 596921, 596921, 609580, 605144, 597724, 655348, 780985, 2137352, 603622, 622135, 597565, 597214, 597919, 596875, 597205, 600465, 622007, 618066]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),merge,,,c,o3fastshift,864674.48,596417,,200,598732.1,5608485279180.474
172,0.14674845465465455,"[306960, 302980, 301573, 441002, 385798, 301087, 499545, 300614, 12604362, 301182, 300693, 301215, 301450, 300904, 309222, 301850, 8047659, 301173, 301426, 300788, 301008, 301200, 301389, 300739, 300757, 300852, 301280, 300758, 301200, 7782941, 301365, 300651, 300593, 301145, 300852, 300788, 300568, 301023, 301823, 300657, 300788, 302787, 300742, 300547, 300535, 301108, 300898, 15503183, 302195, 301829, 301619, 301557, 301182, 301084, 300654, 301298, 301603, 513239, 300935, 300824, 300956, 300858, 301783, 300745, 302836, 12327625, 301682, 300568, 300663, 300736, 300498, 301188, 300919, 300837, 300779, 300968, 300531, 300693, 300559, 380947, 300620, 300721, 301194, 300840, 300736, 300709, 300461, 300895, 301087, 4395796, 300831, 1631912, 300281, 1395172, 900682, 301087, 1542354, 301292, 1415984, 300739]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),merge,,,asm1,o3fastshift,950714.43,300281,,200,301105.04,6301954653605.156
173,0.14674845465465455,"[106384, 103176, 103274, 102559, 102513, 102645, 102605, 102645, 102569, 102654, 102678, 102578, 102633, 102571, 102663, 102553, 102752, 102660, 102779, 102627, 102703, 102737, 102712, 102703, 102617, 102806, 102571, 102590, 103081, 102641, 102666, 103063, 104171, 104907, 103924, 105954, 106912, 143110, 102868, 102718, 102825, 102752, 102651, 102828, 102911, 102663, 102803, 104022, 102730, 102663, 102785, 104589, 102550, 102703, 102776, 102675, 102862, 102691, 102571, 102617, 102682, 102544, 102608, 102648, 102605, 102583, 102779, 102657, 105224, 103225, 102867, 102587, 102599, 102761, 102795, 102697, 102809, 102526, 102730, 102700, 102608, 102895, 102691, 102507, 102810, 102580, 102815, 103585, 210405, 102721, 105383, 102929, 102660, 102785, 102743, 102776, 103652, 106180, 102681, 102932]",random-uniform-pixel-fixed-size,random1 200x200 (184803526),merge,,,asm2,o3fastshift,104496.03,102507,,200,102727.52,131271100.06979832
