,alpha,filename,filter,h,l,language,mean,optimization,s,trimmed_mean,variance,experiment,width,height,id
2595,0.1467484547,random1 200x200 (114723506).bmp,merge,,,c,4279609.4,0,,4279609.4,7071531772849.8,random1,200,200,114723506
2596,0,random2 200x200 (1993704154).bmp,merge,,,c,3779430.4,0,,3779430.4,2266641414708.3,random2,200,200,1993704154
2597,0.1467484547,random2 200x200 (1993704154).bmp,merge,,,c,4228252.6,0,,4228252.6,6549352218202.8,random2,200,200,1993704154
2598,0,fixed 140x140 (1369133069).bmp,merge,,,c,4989353,0,,4989353,8188548194237.5,fixed,140,140,1369133069
2599,0.1467484547,fixed 140x140 (1369133069).bmp,merge,,,c,1765650.2,0,,1765650.2,325500435791.7,fixed,140,140,1369133069
2600,0,random2 200x200 (889485400).bmp,merge,,,c,4720599.4,0,,4720599.4,7797701093920.3,random2,200,200,889485400
2601,0.1467484547,random2 200x200 (889485400).bmp,merge,,,c,3058351.6,0,,3058351.6,3976379810.30078,random2,200,200,889485400
2602,0,fixed 200x200 (2038664370).bmp,merge,,,c,3072157.2,0,,3072157.2,8538740422.69922,fixed,200,200,2038664370
2603,0.1467484547,fixed 200x200 (2038664370).bmp,merge,,,c,3105920.2,0,,3105920.2,12852173655.6992,fixed,200,200,2038664370
2604,0,random2 200x200 (500913976).bmp,merge,,,c,3075908,0,,3075908,5257496840,random2,200,200,500913976
2605,0.1467484547,random2 200x200 (500913976).bmp,merge,,,c,7099829.6,0,,7099829.6,79078565624736.3,random2,200,200,500913976
2606,0,random2 200x200 (2101086718).bmp,merge,,,c,8423007,0,,8423007,115537713000439,random2,200,200,2101086718
2607,0.1467484547,random2 200x200 (2101086718).bmp,merge,,,c,3214468.2,0,,3214468.2,17566577501.6992,random2,200,200,2101086718
2608,0,fixed 172x172 (859484421).bmp,merge,,,c,3088124.8,0,,3088124.8,2063124166189.7,fixed,172,172,859484421
2609,0.1467484547,fixed 172x172 (859484421).bmp,merge,,,c,2261543.6,0,,2261543.6,885160953.799805,fixed,172,172,859484421
2610,0,random1 200x200 (243268139).bmp,merge,,,c,3956835.8,0,,3956835.8,3849767362634.2,random1,200,200,243268139
2611,0.1467484547,random1 200x200 (243268139).bmp,merge,,,c,5470847.2,0,,5470847.2,9676183997521.2,random1,200,200,243268139
2612,0,random2 200x200 (326834681).bmp,merge,,,c,5015360.4,0,,5015360.4,8990000956934.3,random2,200,200,326834681
2613,0.1467484547,random2 200x200 (326834681).bmp,merge,,,c,3120828,0,,3120828,12613460440,random2,200,200,326834681
2614,0,random1 200x200 (1782436840).bmp,merge,,,c,5035959.4,0,,5035959.4,18881216967369.8,random1,200,200,1782436840
2615,0.1467484547,random1 200x200 (1782436840).bmp,merge,,,c,6277384.4,0,,6277384.4,49630820457206.3,random1,200,200,1782436840
2616,0,random2 200x200 (1523873429).bmp,merge,,,c,3079658,0,,3079658,2561043164.5,random2,200,200,1523873429
2617,0.1467484547,random2 200x200 (1523873429).bmp,merge,,,c,5272229.8,0,,5272229.8,24175330197973.2,random2,200,200,1523873429
2618,0,random2 200x200 (1240563377).bmp,merge,,,c,3199915.6,0,,3199915.6,44920860435.3008,random2,200,200,1240563377
2619,0.1467484547,random2 200x200 (1240563377).bmp,merge,,,c,3063775.4,0,,3063775.4,1047046424.30078,random2,200,200,1240563377
2620,0,random2 200x200 (408079536).bmp,merge,,,c,4138306.6,0,,4138306.6,5416093083819.8,random2,200,200,408079536
2621,0.1467484547,random2 200x200 (408079536).bmp,merge,,,c,4370434.2,0,,4370434.2,7107708872655.2,random2,200,200,408079536
2622,0,random1 200x200 (1469262009).bmp,merge,,,c,3616286.4,0,,3616286.4,905344246313.301,random1,200,200,1469262009
2623,0.1467484547,random1 200x200 (1469262009).bmp,merge,,,c,7523645.6,0,,7523645.6,28889996007683.3,random1,200,200,1469262009
2624,0,random2 200x200 (355197215).bmp,merge,,,c,6250652,0,,6250652,15957291258959.5,random2,200,200,355197215
2625,0.1467484547,random2 200x200 (355197215).bmp,merge,,,c,4221981.2,0,,4221981.2,5754711705245.7,random2,200,200,355197215
2626,0,random2 200x200 (1115532105).bmp,merge,,,c,5142287.8,0,,5142287.8,7082765233104.2,random2,200,200,1115532105
2627,0.1467484547,random2 200x200 (1115532105).bmp,merge,,,c,3158802,0,,3158802,46630714102.5,random2,200,200,1115532105
2628,0,random2 200x200 (163025128).bmp,merge,,,c,4256829.4,0,,4256829.4,6570354565538.3,random2,200,200,163025128
2629,0.1467484547,random2 200x200 (163025128).bmp,merge,,,c,3762221.2,0,,3762221.2,2330578715048.7,random2,200,200,163025128
2630,0,fixed 180x180 (608413784).bmp,merge,,,c,2682189.6,0,,2682189.6,57173594438.3008,fixed,180,180,608413784
2631,0.1467484547,fixed 180x180 (608413784).bmp,merge,,,c,3411191.6,0,,3411191.6,4317534955353.3,fixed,180,180,608413784
2632,0,fixed 96x96 (1726956429).bmp,merge,,,c,710867.6,0,,710867.6,2400254.80004883,fixed,96,96,1726956429
2633,0.1467484547,fixed 96x96 (1726956429).bmp,merge,,,c,704360.8,0,,704360.8,439955587.699951,fixed,96,96,1726956429
2634,0,random2 200x200 (673967233).bmp,merge,,,c,4093261.6,0,,4093261.6,4958765977857.8,random2,200,200,673967233
2635,0.1467484547,random2 200x200 (673967233).bmp,merge,,,c,4538083.8,0,,4538083.8,10901359103929.7,random2,200,200,673967233
2636,0,random2 200x200 (1804275551).bmp,merge,,,c,3197794.6,0,,3197794.6,63489430387.8008,random2,200,200,1804275551
2637,0.1467484547,random2 200x200 (1804275551).bmp,merge,,,c,3372081.8,0,,3372081.8,261930448588.199,random2,200,200,1804275551
2638,0,fixed 388x388 (855636226).bmp,merge,,,c,13735881.6,0,,13735881.6,5804536260356.81,fixed,388,388,855636226
2639,0.1467484547,fixed 388x388 (855636226).bmp,merge,,,c,11718508.8,0,,11718508.8,10113324573.1875,fixed,388,388,855636226
2640,0,fixed 60x60 (2044897763).bmp,merge,,,c,278405.2,0,,278405.2,8013875.69999695,fixed,60,60,2044897763
2641,0.1467484547,fixed 60x60 (2044897763).bmp,merge,,,c,285834.4,0,,285834.4,295373690.800003,fixed,60,60,2044897763
2642,0,random1 200x200 (1662981776).bmp,merge,,,c,3052105.8,0,,3052105.8,757561717.699219,random1,200,200,1662981776
2643,0.1467484547,random1 200x200 (1662981776).bmp,merge,,,c,3085900.6,0,,3085900.6,620711792.800781,random1,200,200,1662981776
2644,0,random1 200x200 (1632621729).bmp,merge,,,c,3054271.6,0,,3054271.6,1696504919.80078,random1,200,200,1632621729
2645,0.1467484547,random1 200x200 (1632621729).bmp,merge,,,c,4025139.6,0,,4025139.6,4028886411227.8,random1,200,200,1632621729
2646,0,random2 200x200 (366978141).bmp,merge,,,c,3085261.6,0,,3085261.6,533433036.300781,random2,200,200,366978141
2647,0.1467484547,random2 200x200 (366978141).bmp,merge,,,c,3250408.2,0,,3250408.2,36532029787.6992,random2,200,200,366978141
2648,0,random2 200x200 (155591899).bmp,merge,,,c,3081235,0,,3081235,534461626.5,random2,200,200,155591899
2649,0.1467484547,random2 200x200 (155591899).bmp,merge,,,c,3338595,0,,3338595,305343272074.5,random2,200,200,155591899
2650,0,fixed 244x244 (511702305).bmp,merge,,,c,4616496.8,0,,4616496.8,7844740789.69922,fixed,244,244,511702305
2651,0.1467484547,fixed 244x244 (511702305).bmp,merge,,,c,5314617.2,0,,5314617.2,2634499834095.2,fixed,244,244,511702305
2652,0,random1 200x200 (201690613).bmp,merge,,,c,4976196.8,0,,4976196.8,12186388575645.2,random1,200,200,201690613
2653,0.1467484547,random1 200x200 (201690613).bmp,merge,,,c,3185142.6,0,,3185142.6,105288647525.301,random1,200,200,201690613
2654,0,fixed 268x268 (805750846).bmp,merge,,,c,6143689.8,0,,6143689.8,917918935968.703,fixed,268,268,805750846
2655,0.1467484547,fixed 268x268 (805750846).bmp,merge,,,c,5699699.2,0,,5699699.2,135490899415.203,fixed,268,268,805750846
2656,0,fixed 136x136 (635723058).bmp,merge,,,c,1433098.2,0,,1433098.2,1090973158.7002,fixed,136,136,635723058
2657,0.1467484547,fixed 136x136 (635723058).bmp,merge,,,c,1475752.2,0,,1475752.2,22461112330.7002,fixed,136,136,635723058
2658,0,random1 200x200 (971899228).bmp,merge,,,c,3034860,0,,3034860,1873454756.5,random1,200,200,971899228
2659,0.1467484547,random1 200x200 (971899228).bmp,merge,,,c,3096698.6,0,,3096698.6,153991011.800781,random1,200,200,971899228
2660,0,random1 200x200 (846942590).bmp,merge,,,c,4465221.2,0,,4465221.2,3247451237351.7,random1,200,200,846942590
2661,0.1467484547,random1 200x200 (846942590).bmp,merge,,,c,3081919.2,0,,3081919.2,7747565135.19922,random1,200,200,846942590
2662,0,random2 200x200 (1711667133).bmp,merge,,,c,3174232.8,0,,3174232.8,57250510017.1992,random2,200,200,1711667133
2663,0.1467484547,random2 200x200 (1711667133).bmp,merge,,,c,3064340.2,0,,3064340.2,172882229.699219,random2,200,200,1711667133
2664,0,random1 200x200 (1548233367).bmp,merge,,,c,5202067.8,0,,5202067.8,16773204839190.7,random1,200,200,1548233367
2665,0.1467484547,random1 200x200 (1548233367).bmp,merge,,,c,3142551.6,0,,3142551.6,12936914468.8008,random1,200,200,1548233367
2666,0,random1 200x200 (593209441).bmp,merge,,,c,3346866,0,,3346866,146901132848.5,random1,200,200,593209441
2667,0.1467484547,random1 200x200 (593209441).bmp,merge,,,c,3055993,0,,3055993,692661757,random1,200,200,593209441
2668,0,random1 200x200 (1335939811).bmp,merge,,,c,3097229.4,0,,3097229.4,5393056862.80078,random1,200,200,1335939811
2669,0.1467484547,random1 200x200 (1335939811).bmp,merge,,,c,3163727.6,0,,3163727.6,14562744000.8008,random1,200,200,1335939811
2670,0,random2 200x200 (75172477).bmp,merge,,,c,3109318.8,0,,3109318.8,10066226737.6992,random2,200,200,75172477
2671,0.1467484547,random2 200x200 (75172477).bmp,merge,,,c,3115317.6,0,,3115317.6,8592628609.30078,random2,200,200,75172477
2672,0,random2 200x200 (1395739259).bmp,merge,,,c,4563167.2,0,,4563167.2,9514459042114.2,random2,200,200,1395739259
2673,0.1467484547,random2 200x200 (1395739259).bmp,merge,,,c,3212885,0,,3212885,124915477168.5,random2,200,200,1395739259
2674,0,random1 200x200 (555996658).bmp,merge,,,c,3210538.2,0,,3210538.2,53451887955.1992,random1,200,200,555996658
2675,0.1467484547,random1 200x200 (555996658).bmp,merge,,,c,3319506.8,0,,3319506.8,293630679148.699,random1,200,200,555996658
2676,0,random1 200x200 (337739299).bmp,merge,,,c,3394128.2,0,,3394128.2,280549805272.699,random1,200,200,337739299
2677,0.1467484547,random1 200x200 (337739299).bmp,merge,,,c,3177419.8,0,,3177419.8,69650275822.6992,random1,200,200,337739299
2678,0,random1 200x200 (1801979802).bmp,merge,,,c,4293144.6,0,,4293144.6,7030441565002.3,random1,200,200,1801979802
2679,0.1467484547,random1 200x200 (1801979802).bmp,merge,,,c,4128179.8,0,,4128179.8,5691667882889.2,random1,200,200,1801979802
2680,0,random1 200x200 (387346491).bmp,merge,,,c,4310927.2,0,,4310927.2,4601075726023.2,random1,200,200,387346491
2681,0.1467484547,random1 200x200 (387346491).bmp,merge,,,c,3353799.2,0,,3353799.2,191909332343.699,random1,200,200,387346491
2682,0,random1 200x200 (1649760492).bmp,merge,,,c,3083240.8,0,,3083240.8,1942872146.69922,random1,200,200,1649760492
2683,0.1467484547,random1 200x200 (1649760492).bmp,merge,,,c,3341055,0,,3341055,177074606717,random1,200,200,1649760492
2684,0,random2 200x200 (1812101828).bmp,merge,,,c,4158883.6,0,,4158883.6,1087640026154.8,random2,200,200,1812101828
2685,0.1467484547,random2 200x200 (1812101828).bmp,merge,,,c,3228576.8,0,,3228576.8,19492059213.6992,random2,200,200,1812101828
2686,0,random2 200x200 (1249410364).bmp,merge,,,c,3143892,0,,3143892,19285709367.5,random2,200,200,1249410364
2687,0.1467484547,random2 200x200 (1249410364).bmp,merge,,,c,5317930,0,,5317930,24165404415857,random2,200,200,1249410364
2688,0,random2 200x200 (1136367389).bmp,merge,,,c,3063408.8,0,,3063408.8,1179627601.69922,random2,200,200,1136367389
2689,0.1467484547,random2 200x200 (1136367389).bmp,merge,,,c,3196930.6,0,,3196930.6,54199961349.3008,random2,200,200,1136367389
2690,0,random2 200x200 (730463925).bmp,merge,,,c,3185161.8,0,,3185161.8,74490511891.1992,random2,200,200,730463925
2691,0.1467484547,random2 200x200 (730463925).bmp,merge,,,c,3609512.6,0,,3609512.6,1055372746204.8,random2,200,200,730463925
2692,0,fixed 20x20 (1957747793).bmp,merge,,,c,32989.2,0,,32989.2,1081770.70000005,fixed,20,20,1957747793
2693,0.1467484547,fixed 20x20 (1957747793).bmp,merge,,,c,32495.2,0,,32495.2,320436.700000048,fixed,20,20,1957747793
2694,0,fixed 24x24 (424238335).bmp,merge,,,c,46417,0,,46417,792631,fixed,24,24,424238335
2695,0.1467484547,fixed 24x24 (424238335).bmp,merge,,,c,45649,0,,45649,1049778,fixed,24,24,424238335
2696,0,fixed 308x308 (610515434).bmp,merge,,,c,7264489.4,0,,7264489.4,22403631989.2969,fixed,308,308,610515434
2697,0.1467484547,fixed 308x308 (610515434).bmp,merge,,,c,7356744.6,0,,7356744.6,58445482370.7969,fixed,308,308,610515434
2698,0,random2 200x200 (1560034298).bmp,merge,,,c,4149532,0,,4149532,1612519922315.5,random2,200,200,1560034298
2699,0.1467484547,random2 200x200 (1560034298).bmp,merge,,,c,3583083.2,0,,3583083.2,1082727860866.7,random2,200,200,1560034298
2700,,hsl-full-if-99-0-0 28x28 (719885386).bmp,hsl,0,0,c,191721,0,0,191721,6498547,hsl-full-if-99-0-0,28,28,719885386
2701,,hsl-full-if-99-0-0 28x28 (719885386).bmp,hsl,99,0,c,192423.2,0,0,192423.2,8913945.69999695,hsl-full-if-99-0-0,28,28,719885386
2702,,hsl-empty-if-0-0-0 28x28 (719885386).bmp,hsl,0,0,c,129330.2,0,0,129330.2,41176469.7000008,hsl-empty-if-0-0-0,28,28,719885386
2703,,hsl-empty-if-0-0-0 28x28 (719885386).bmp,hsl,99,0,c,131044.4,0,0,131044.4,16372788.7999992,hsl-empty-if-0-0-0,28,28,719885386
2704,,random2 200x200 (1309478823).bmp,hsl,0,0,c,15973499.6,0,0,15973499.6,15306119125954.3,random2,200,200,1309478823
2705,,random2 200x200 (1309478823).bmp,hsl,99,0,c,14220670.6,0,0,14220670.6,22687238450020.8,random2,200,200,1309478823
2706,,hsl-empty-if-0-0-0 216x216 (1424268980).bmp,hsl,0,0,c,7337402.8,0,0,7337402.8,18829505295.7031,hsl-empty-if-0-0-0,216,216,1424268980
2707,,hsl-empty-if-0-0-0 216x216 (1424268980).bmp,hsl,99,0,c,7774042,0,0,7774042,284786404956.5,hsl-empty-if-0-0-0,216,216,1424268980
2708,,random1 200x200 (776532036).bmp,hsl,0,0,c,10997472.4,0,0,10997472.4,14977898149781.8,random1,200,200,776532036
2709,,random1 200x200 (776532036).bmp,hsl,99,0,c,10779496.2,0,0,10779496.2,5318354048867.19,random1,200,200,776532036
2710,,fixed 320x320 (760313750).bmp,hsl,0,0,c,23114010.4,0,0,23114010.4,15060978451057.8,fixed,320,320,760313750
2711,,fixed 320x320 (760313750).bmp,hsl,99,0,c,22473990.6,0,0,22473990.6,6698571717724.88,fixed,320,320,760313750
2712,,fixed 188x188 (1734575198).bmp,hsl,0,0,c,7647058.2,0,0,7647058.2,2403506458359.7,fixed,188,188,1734575198
2713,,fixed 188x188 (1734575198).bmp,hsl,99,0,c,8081177.4,0,0,8081177.4,5264892084107.3,fixed,188,188,1734575198
2714,,random2 200x200 (1076377804).bmp,hsl,0,0,c,23579570.6,0,0,23579570.6,135304137820348,random2,200,200,1076377804
2715,,random2 200x200 (1076377804).bmp,hsl,99,0,c,13167223.4,0,0,13167223.4,3432461741677.31,random2,200,200,1076377804
2716,,random1 200x200 (195740084).bmp,hsl,0,0,c,9566501.8,0,0,9566501.8,20317806669.7031,random1,200,200,195740084
2717,,random1 200x200 (195740084).bmp,hsl,99,0,c,11732447.2,0,0,11732447.2,10200243511741.2,random1,200,200,195740084
2718,,random2 200x200 (2067038044).bmp,hsl,0,0,c,14547054.4,0,0,14547054.4,37250498941656.3,random2,200,200,2067038044
2719,,random2 200x200 (2067038044).bmp,hsl,99,0,c,14283465.8,0,0,14283465.8,15505319021799.7,random2,200,200,2067038044
2720,,random1 200x200 (1823089412).bmp,hsl,0,0,c,10763520.2,0,0,10763520.2,7513445542217.69,random1,200,200,1823089412
2721,,random1 200x200 (1823089412).bmp,hsl,99,0,c,9989881,0,0,9989881,4046921519636.5,random1,200,200,1823089412
2722,,hsl-empty-if-0-0-0 172x172 (859484421).bmp,hsl,0,0,c,4517760.4,0,0,4517760.4,832658806.300781,hsl-empty-if-0-0-0,172,172,859484421
2723,,hsl-empty-if-0-0-0 172x172 (859484421).bmp,hsl,99,0,c,11917052,0,0,11917052,230157303815613,hsl-empty-if-0-0-0,172,172,859484421
2724,,hsl-empty-if-0-0-0 364x364 (2053999932).bmp,hsl,0,0,c,25249561.4,0,0,25249561.4,24042218554340.9,hsl-empty-if-0-0-0,364,364,2053999932
2725,,hsl-empty-if-0-0-0 364x364 (2053999932).bmp,hsl,99,0,c,25373271.4,0,0,25373271.4,25158887037966.4,hsl-empty-if-0-0-0,364,364,2053999932
2726,,random1 200x200 (927612902).bmp,hsl,0,0,c,12548872.4,0,0,12548872.4,24039481952160.3,random1,200,200,927612902
2727,,random1 200x200 (927612902).bmp,hsl,99,0,c,8963495.4,0,0,8963495.4,874783454302.297,random1,200,200,927612902
2728,,hsl-full-if-99-0-0 212x212 (412776091).bmp,hsl,0,0,c,12808076.8,0,0,12808076.8,13680581382897.7,hsl-full-if-99-0-0,212,212,412776091
2729,,hsl-full-if-99-0-0 212x212 (412776091).bmp,hsl,99,0,c,11186309.4,0,0,11186309.4,633880175192.313,hsl-full-if-99-0-0,212,212,412776091
2730,,hsl-empty-if-0-0-0 296x296 (2001100545).bmp,hsl,0,0,c,17961996.8,0,0,17961996.8,8329491249666.19,hsl-empty-if-0-0-0,296,296,2001100545
2731,,hsl-empty-if-0-0-0 296x296 (2001100545).bmp,hsl,99,0,c,20575902.2,0,0,20575902.2,61907754094769.3,hsl-empty-if-0-0-0,296,296,2001100545
2732,,random1 200x200 (168002245).bmp,hsl,0,0,c,13872893.8,0,0,13872893.8,59380371191279.2,random1,200,200,168002245
2733,,random1 200x200 (168002245).bmp,hsl,99,0,c,10662712.2,0,0,10662712.2,2149270887160.69,random1,200,200,168002245
2734,,random1 200x200 (1125898167).bmp,hsl,0,0,c,12035262.4,0,0,12035262.4,39457362207238.8,random1,200,200,1125898167
2735,,random1 200x200 (1125898167).bmp,hsl,99,0,c,10195413.8,0,0,10195413.8,2827947202795.7,random1,200,200,1125898167
2736,,fixed 88x88 (521595368).bmp,hsl,0,0,c,1533067,0,0,1533067,1875212867.5,fixed,88,88,521595368
2737,,fixed 88x88 (521595368).bmp,hsl,99,0,c,1592592,0,0,1592592,18988565632,fixed,88,88,521595368
2738,,fixed 64x64 (1967513926).bmp,hsl,0,0,c,796856.2,0,0,796856.2,40687300.1999512,fixed,64,64,1967513926
2739,,fixed 64x64 (1967513926).bmp,hsl,99,0,c,1075024.6,0,0,1075024.6,316233152516.8,fixed,64,64,1967513926
2740,,random2 200x200 (191536171).bmp,hsl,0,0,c,12072679,0,0,12072679,6825940394716,random2,200,200,191536171
2741,,random2 200x200 (191536171).bmp,hsl,99,0,c,11103683.4,0,0,11103683.4,32247872482.3125,random2,200,200,191536171
2742,,random2 200x200 (663711792).bmp,hsl,0,0,c,10861759.2,0,0,10861759.2,14687168700.1875,random2,200,200,663711792
2743,,random2 200x200 (663711792).bmp,hsl,99,0,c,15275814.2,0,0,15275814.2,47301216536983.7,random2,200,200,663711792
2744,,hsl-full-if-99-0-0 112x112 (233665123).bmp,hsl,0,0,c,2994680.2,0,0,2994680.2,750056478.699219,hsl-full-if-99-0-0,112,112,233665123
2745,,hsl-full-if-99-0-0 112x112 (233665123).bmp,hsl,99,0,c,3885054.8,0,0,3885054.8,4172425061883.7,hsl-full-if-99-0-0,112,112,233665123
2746,,random1 200x200 (711845894).bmp,hsl,0,0,c,9863776.2,0,0,9863776.2,666371747173.703,random1,200,200,711845894
2747,,random1 200x200 (711845894).bmp,hsl,99,0,c,12124637.6,0,0,12124637.6,30465805970564.8,random1,200,200,711845894
2748,,random2 200x200 (818034604).bmp,hsl,0,0,c,13376631.4,0,0,13376631.4,12782571833832.8,random2,200,200,818034604
2749,,random2 200x200 (818034604).bmp,hsl,99,0,c,13034446.8,0,0,13034446.8,8296651950951.19,random2,200,200,818034604
2750,,random1 200x200 (1633108117).bmp,hsl,0,0,c,14596740.8,0,0,14596740.8,61008759075376.2,random1,200,200,1633108117
2751,,random1 200x200 (1633108117).bmp,hsl,99,0,c,10410600,0,0,10410600,5494782268065.5,random1,200,200,1633108117
2752,,random2 200x200 (1144991476).bmp,hsl,0,0,c,12633003.2,0,0,12633003.2,12249100148676.2,random2,200,200,1144991476
2753,,random2 200x200 (1144991476).bmp,hsl,99,0,c,15422859.2,0,0,15422859.2,15589038452339.7,random2,200,200,1144991476
2754,,random1 200x200 (1956297539).bmp,hsl,0,0,c,9887124.4,0,0,9887124.4,1483009783902.3,random1,200,200,1956297539
2755,,random1 200x200 (1956297539).bmp,hsl,99,0,c,10755273.2,0,0,10755273.2,6475649538637.69,random1,200,200,1956297539
2756,,fixed 92x92 (294702567).bmp,hsl,0,0,c,4650622,0,0,4650622,44851291137171.5,fixed,92,92,294702567
2757,,fixed 92x92 (294702567).bmp,hsl,99,0,c,5037242,0,0,5037242,23356363657536,fixed,92,92,294702567
2758,,fixed 80x80 (1303455736).bmp,hsl,0,0,c,1249071,0,0,1249071,20952644,fixed,80,80,1303455736
2759,,fixed 80x80 (1303455736).bmp,hsl,99,0,c,1256950.2,0,0,1256950.2,325522767.699951,fixed,80,80,1303455736
2760,,hsl-empty-if-0-0-0 112x112 (233665123).bmp,hsl,0,0,c,2483244.6,0,0,2483244.6,534013238137.3,hsl-empty-if-0-0-0,112,112,233665123
2761,,hsl-empty-if-0-0-0 112x112 (233665123).bmp,hsl,99,0,c,4521336.8,0,0,4521336.8,29760029441613.7,hsl-empty-if-0-0-0,112,112,233665123
2762,,random1 200x200 (1975960378).bmp,hsl,0,0,c,9223434.8,0,0,9223434.8,2998821064401.2,random1,200,200,1975960378
2763,,random1 200x200 (1975960378).bmp,hsl,99,0,c,13616124.8,0,0,13616124.8,36334094067579.2,random1,200,200,1975960378
2764,,hsl-full-if-99-0-0 232x232 (42999170).bmp,hsl,0,0,c,16675442.8,0,0,16675442.8,37277850750440.2,hsl-full-if-99-0-0,232,232,42999170
2765,,hsl-full-if-99-0-0 232x232 (42999170).bmp,hsl,99,0,c,17586570.2,0,0,17586570.2,20924807895312.7,hsl-full-if-99-0-0,232,232,42999170
2766,,random2 200x200 (335467078).bmp,hsl,0,0,c,12087031.6,0,0,12087031.6,5673536572817.31,random2,200,200,335467078
2767,,random2 200x200 (335467078).bmp,hsl,99,0,c,13522281.8,0,0,13522281.8,24648984277496.7,random2,200,200,335467078
2768,,hsl-empty-if-0-0-0 48x48 (1350490027).bmp,hsl,0,0,c,363947.6,0,0,363947.6,94846254.7999878,hsl-empty-if-0-0-0,48,48,1350490027
2769,,hsl-empty-if-0-0-0 48x48 (1350490027).bmp,hsl,99,0,c,365883.4,0,0,365883.4,9008413.79998779,hsl-empty-if-0-0-0,48,48,1350490027
2770,,random2 200x200 (813833609).bmp,hsl,0,0,c,13902536.8,0,0,13902536.8,22444210423277.2,random2,200,200,813833609
2771,,random2 200x200 (813833609).bmp,hsl,99,0,c,19011324,0,0,19011324,36156995274561.5,random2,200,200,813833609
2772,,fixed 120x120 (468703135).bmp,hsl,0,0,c,3996250.4,0,0,3996250.4,4260069286880.3,fixed,120,120,468703135
2773,,fixed 120x120 (468703135).bmp,hsl,99,0,c,4388177.8,0,0,4388177.8,11130273811717.2,fixed,120,120,468703135
2774,,hsl-full-if-99-0-0 96x96 (1726956429).bmp,hsl,0,0,c,2205034.8,0,0,2205034.8,753287295.700195,hsl-full-if-99-0-0,96,96,1726956429
2775,,hsl-full-if-99-0-0 96x96 (1726956429).bmp,hsl,99,0,c,2306479,0,0,2306479,18003601001,hsl-full-if-99-0-0,96,96,1726956429
2776,,hsl-full-if-99-0-0 128x128 (1801979802).bmp,hsl,0,0,c,3917688.4,0,0,3917688.4,1696086003.30078,hsl-full-if-99-0-0,128,128,1801979802
2777,,hsl-full-if-99-0-0 128x128 (1801979802).bmp,hsl,99,0,c,8887351.6,0,0,8887351.6,25588989918794.3,hsl-full-if-99-0-0,128,128,1801979802
2778,,random1 200x200 (1520223205).bmp,hsl,0,0,c,14638587.8,0,0,14638587.8,29151377048215.2,random1,200,200,1520223205
2779,,random1 200x200 (1520223205).bmp,hsl,99,0,c,10722894.4,0,0,10722894.4,3395734459205.81,random1,200,200,1520223205
2780,,random1 200x200 (269441500).bmp,hsl,0,0,c,10037264.4,0,0,10037264.4,4891410915899.8,random1,200,200,269441500
2781,,random1 200x200 (269441500).bmp,hsl,99,0,c,12059758.8,0,0,12059758.8,43289042431932.7,random1,200,200,269441500
2782,,fixed 316x316 (1374344043).bmp,hsl,0,0,c,23949453,0,0,23949453,20311186404249.5,fixed,316,316,1374344043
2783,,fixed 316x316 (1374344043).bmp,hsl,99,0,c,25054633.2,0,0,25054633.2,57346972279829.8,fixed,316,316,1374344043
2784,,hsl-full-if-99-0-0 72x72 (1540383426).bmp,hsl,0,0,c,3374269,0,0,3374269,22626296885567.5,hsl-full-if-99-0-0,72,72,1540383426
2785,,hsl-full-if-99-0-0 72x72 (1540383426).bmp,hsl,99,0,c,1758511.4,0,0,1758511.4,1400748528788.3,hsl-full-if-99-0-0,72,72,1540383426
2786,,hsl-full-if-99-0-0 264x264 (1159126505).bmp,hsl,0,0,c,25562000.6,0,0,25562000.6,140589905336158,hsl-full-if-99-0-0,264,264,1159126505
2787,,hsl-full-if-99-0-0 264x264 (1159126505).bmp,hsl,99,0,c,20074827.4,0,0,20074827.4,23635522885038.9,hsl-full-if-99-0-0,264,264,1159126505
2788,,fixed 352x352 (1918502651).bmp,hsl,0,0,c,30152484.6,0,0,30152484.6,43150395381395.8,fixed,352,352,1918502651
2789,,fixed 352x352 (1918502651).bmp,hsl,99,0,c,33459266.4,0,0,33459266.4,39117852863970.7,fixed,352,352,1918502651
2790,,fixed 132x132 (1315634022).bmp,hsl,0,0,c,3486950.6,0,0,3486950.6,24190751855.3008,fixed,132,132,1315634022
2791,,fixed 132x132 (1315634022).bmp,hsl,99,0,c,3575524.4,0,0,3575524.4,45146179458.3008,fixed,132,132,1315634022
2792,,hsl-full-if-99-0-0 348x348 (491705403).bmp,hsl,0,0,c,39526697,0,0,39526697,41122532186736.5,hsl-full-if-99-0-0,348,348,491705403
2793,,hsl-full-if-99-0-0 348x348 (491705403).bmp,hsl,99,0,c,34163818.6,0,0,34163818.6,28723530765846.2,hsl-full-if-99-0-0,348,348,491705403
2794,,random1 200x200 (1889947178).bmp,hsl,0,0,c,14933361.2,0,0,14933361.2,59978316698334.7,random1,200,200,1889947178
2795,,random1 200x200 (1889947178).bmp,hsl,99,0,c,8880492.8,0,0,8880492.8,2295221794991.2,random1,200,200,1889947178
2796,,random2 200x200 (2081421295).bmp,hsl,0,0,c,14197537.2,0,0,14197537.2,51817528893543.2,random2,200,200,2081421295
2797,,random2 200x200 (2081421295).bmp,hsl,99,0,c,11611927,0,0,11611927,667340593156.5,random2,200,200,2081421295
