,alpha,filename,filter,h,l,language,mean,optimization,s,trimmed_mean,variance,experiment,width,height,id
2798,,hsl-empty-if-0-0-0 44x44 (1025202362).bmp,hsl,0,0,c,302652,0,0,302652,12051910.5,hsl-empty-if-0-0-0,44,44,1025202362
2799,,hsl-empty-if-0-0-0 44x44 (1025202362).bmp,hsl,99,0,c,580379.2,0,0,580379.2,371247382058.7,hsl-empty-if-0-0-0,44,44,1025202362
2800,,random1 200x200 (1631518149).bmp,hsl,0,0,c,9973712,0,0,9973712,4410770083660,random1,200,200,1631518149
2801,,random1 200x200 (1631518149).bmp,hsl,99,0,c,10830622,0,0,10830622,6718742965584,random1,200,200,1631518149
2802,,hsl-empty-if-0-0-0 308x308 (610515434).bmp,hsl,0,0,c,18481891.2,0,0,18481891.2,51842114860110.7,hsl-empty-if-0-0-0,308,308,610515434
2803,,hsl-empty-if-0-0-0 308x308 (610515434).bmp,hsl,99,0,c,17199677.4,0,0,17199677.4,24435928882249.3,hsl-empty-if-0-0-0,308,308,610515434
2804,,fixed 100x100 (336465782).bmp,hsl,0,0,c,1958043.6,0,0,1958043.6,659704630.299805,fixed,100,100,336465782
2805,,fixed 100x100 (336465782).bmp,hsl,99,0,c,2021251,0,0,2021251,9644657856,fixed,100,100,336465782
2806,,hsl-empty-if-0-0-0 136x136 (635723058).bmp,hsl,0,0,c,2853261.8,0,0,2853261.8,1579607123.19922,hsl-empty-if-0-0-0,136,136,635723058
2807,,hsl-empty-if-0-0-0 136x136 (635723058).bmp,hsl,99,0,c,4413009.6,0,0,4413009.6,11275893442203.3,hsl-empty-if-0-0-0,136,136,635723058
2808,,random2 200x200 (1665194694).bmp,hsl,0,0,c,11569872.6,0,0,11569872.6,2974849268030.31,random2,200,200,1665194694
2809,,random2 200x200 (1665194694).bmp,hsl,99,0,c,11696563.6,0,0,11696563.6,724826796006.313,random2,200,200,1665194694
2810,,random1 200x200 (1346811305).bmp,hsl,0,0,c,12631640.6,0,0,12631640.6,9330903987540.31,random1,200,200,1346811305
2811,,random1 200x200 (1346811305).bmp,hsl,99,0,c,12831711.6,0,0,12831711.6,35678052372667.8,random1,200,200,1346811305
2812,,fixed 256x256 (1827336327).bmp,hsl,0,0,c,12764712.4,0,0,12764712.4,1613562139.3125,fixed,256,256,1827336327
2813,,fixed 256x256 (1827336327).bmp,hsl,99,0,c,16743192.4,0,0,16743192.4,7988247588532.31,fixed,256,256,1827336327
2814,,fixed 260x260 (572660336).bmp,hsl,0,0,c,16208422,0,0,16208422,19697814689357.5,fixed,260,260,572660336
2815,,fixed 260x260 (572660336).bmp,hsl,99,0,c,20288347.2,0,0,20288347.2,26473343066565.7,fixed,260,260,572660336
2816,,random1 200x200 (1120048829).bmp,hsl,0,0,c,12787856.6,0,0,12787856.6,8103813667092.81,random1,200,200,1120048829
2817,,random1 200x200 (1120048829).bmp,hsl,99,0,c,15864581.6,0,0,15864581.6,52660758325541.3,random1,200,200,1120048829
2818,,random1 200x200 (822890675).bmp,hsl,0,0,c,9943377,0,0,9943377,2574634613171,random1,200,200,822890675
2819,,random1 200x200 (822890675).bmp,hsl,99,0,c,16481481.4,0,0,16481481.4,97501812683539.3,random1,200,200,822890675
2820,,hsl-empty-if-0-0-0 320x320 (760313750).bmp,hsl,0,0,c,22317564,0,0,22317564,25318231503539,hsl-empty-if-0-0-0,320,320,760313750
2821,,hsl-empty-if-0-0-0 320x320 (760313750).bmp,hsl,99,0,c,26274386,0,0,26274386,44245930855137.5,hsl-empty-if-0-0-0,320,320,760313750
2822,,random1 200x200 (532670688).bmp,hsl,0,0,c,12123317.4,0,0,12123317.4,33730551569726.8,random1,200,200,532670688
2823,,random1 200x200 (532670688).bmp,hsl,99,0,c,11889515.2,0,0,11889515.2,33402754133564.2,random1,200,200,532670688
2824,,fixed 8x8 (846930886).bmp,hsl,0,0,c,20027.8,0,0,20027.8,8233219.19999999,fixed,8,8,846930886
2825,,fixed 8x8 (846930886).bmp,hsl,99,0,c,20501.4,0,0,20501.4,15231882.8,fixed,8,8,846930886
2826,,random2 200x200 (1634660306).bmp,hsl,0,0,c,16267335,0,0,16267335,21785455769707.5,random2,200,200,1634660306
2827,,random2 200x200 (1634660306).bmp,hsl,99,0,c,17500053.8,0,0,17500053.8,87937262741047.7,random2,200,200,1634660306
2828,,fixed 392x392 (1749698586).bmp,hsl,0,0,c,46870565.2,0,0,46870565.2,255731243570430,fixed,392,392,1749698586
2829,,fixed 392x392 (1749698586).bmp,hsl,99,0,c,39694318.2,0,0,39694318.2,29318729560920.8,fixed,392,392,1749698586
2830,,hsl-empty-if-0-0-0 144x144 (1125898167).bmp,hsl,0,0,c,4144829,0,0,4144829,2896948391761.5,hsl-empty-if-0-0-0,144,144,1125898167
2831,,hsl-empty-if-0-0-0 144x144 (1125898167).bmp,hsl,99,0,c,3514495.4,0,0,3514495.4,300211852524.801,hsl-empty-if-0-0-0,144,144,1125898167
2832,,hsl-empty-if-0-0-0 96x96 (1726956429).bmp,hsl,0,0,c,1433940.6,0,0,1433940.6,2020919095.2998,hsl-empty-if-0-0-0,96,96,1726956429
2833,,hsl-empty-if-0-0-0 96x96 (1726956429).bmp,hsl,99,0,c,2302534.2,0,0,2302534.2,3691357971579.7,hsl-empty-if-0-0-0,96,96,1726956429
2834,,random1 200x200 (1973594324).bmp,hsl,0,0,c,9312834.4,0,0,9312834.4,165743655588.297,random1,200,200,1973594324
2835,,random1 200x200 (1973594324).bmp,hsl,99,0,c,10113954.6,0,0,10113954.6,1716695214142.3,random1,200,200,1973594324
2836,,random1 200x200 (1359512183).bmp,hsl,0,0,c,9906722.8,0,0,9906722.8,14169445566382.7,random1,200,200,1359512183
2837,,random1 200x200 (1359512183).bmp,hsl,99,0,c,11147868.6,0,0,11147868.6,25197106472583.3,random1,200,200,1359512183
2838,,hsl-empty-if-0-0-0 192x192 (1973594324).bmp,hsl,0,0,c,5765641.4,0,0,5765641.4,61161099599.2969,hsl-empty-if-0-0-0,192,192,1973594324
2839,,hsl-empty-if-0-0-0 192x192 (1973594324).bmp,hsl,99,0,c,5853645.6,0,0,5853645.6,6030422752.29688,hsl-empty-if-0-0-0,192,192,1973594324
2840,,hsl-empty-if-0-0-0 188x188 (1734575198).bmp,hsl,0,0,c,7035353.8,0,0,7035353.8,12224064544278.2,hsl-empty-if-0-0-0,188,188,1734575198
2841,,hsl-empty-if-0-0-0 188x188 (1734575198).bmp,hsl,99,0,c,6431607.4,0,0,6431607.4,1009536309067.3,hsl-empty-if-0-0-0,188,188,1734575198
2842,,random1 200x200 (570073850).bmp,hsl,0,0,c,15924881,0,0,15924881,87040137174819,random1,200,200,570073850
2843,,random1 200x200 (570073850).bmp,hsl,99,0,c,9871510.8,0,0,9871510.8,11020017832522.2,random1,200,200,570073850
2844,,hsl-empty-if-0-0-0 100x100 (336465782).bmp,hsl,0,0,c,1545116.6,0,0,1545116.6,193230058.799805,hsl-empty-if-0-0-0,100,100,336465782
2845,,hsl-empty-if-0-0-0 100x100 (336465782).bmp,hsl,99,0,c,1619809.4,0,0,1619809.4,6968432171.2998,hsl-empty-if-0-0-0,100,100,336465782
2846,,fixed 152x152 (2089018456).bmp,hsl,0,0,c,10437191.2,0,0,10437191.2,25996892964957.7,fixed,152,152,2089018456
2847,,fixed 152x152 (2089018456).bmp,hsl,99,0,c,10876939.2,0,0,10876939.2,63881179085977.7,fixed,152,152,2089018456
2848,,random2 200x200 (594662880).bmp,hsl,0,0,c,16852219.2,0,0,16852219.2,34485221212123.2,random2,200,200,594662880
2849,,random2 200x200 (594662880).bmp,hsl,99,0,c,14682033.4,0,0,14682033.4,17934480280334.8,random2,200,200,594662880
2850,,fixed 84x84 (35005211).bmp,hsl,0,0,c,4821195,0,0,4821195,55509206600542,fixed,84,84,35005211
2851,,fixed 84x84 (35005211).bmp,hsl,99,0,c,1453432.2,0,0,1453432.2,10032885861.7002,fixed,84,84,35005211
2852,,random2 200x200 (2099086020).bmp,hsl,0,0,c,13671740,0,0,13671740,33139971835432.5,random2,200,200,2099086020
2853,,random2 200x200 (2099086020).bmp,hsl,99,0,c,19082400.8,0,0,19082400.8,31814252068397.2,random2,200,200,2099086020
2854,,hsl-empty-if-0-0-0 348x348 (491705403).bmp,hsl,0,0,c,20744871.6,0,0,20744871.6,7857861222545.31,hsl-empty-if-0-0-0,348,348,491705403
2855,,hsl-empty-if-0-0-0 348x348 (491705403).bmp,hsl,99,0,c,21843068.2,0,0,21843068.2,18288295764775.8,hsl-empty-if-0-0-0,348,348,491705403
2856,,random1 200x200 (1600028624).bmp,hsl,0,0,c,12868526.8,0,0,12868526.8,24806901245305.7,random1,200,200,1600028624
2857,,random1 200x200 (1600028624).bmp,hsl,99,0,c,8610650.8,0,0,8610650.8,15115979429.7031,random1,200,200,1600028624
2858,,random1 200x200 (620145550).bmp,hsl,0,0,c,12745001.2,0,0,12745001.2,19379039410878.2,random1,200,200,620145550
2859,,random1 200x200 (620145550).bmp,hsl,99,0,c,11323964.4,0,0,11323964.4,32882805197987.8,random1,200,200,620145550
2860,,fixed 368x368 (1264095060).bmp,hsl,0,0,c,30875738,0,0,30875738,22222772531256,fixed,368,368,1264095060
2861,,fixed 368x368 (1264095060).bmp,hsl,99,0,c,40939233.6,0,0,40939233.6,18978093466330.8,fixed,368,368,1264095060
2862,,random1 200x200 (292218004).bmp,hsl,0,0,c,10509113,0,0,10509113,15092494303920.5,random1,200,200,292218004
2863,,random1 200x200 (292218004).bmp,hsl,99,0,c,9781780,0,0,9781780,9237778407536,random1,200,200,292218004
2864,,hsl-full-if-99-0-0 300x300 (1998898814).bmp,hsl,0,0,c,30957464,0,0,30957464,69365824024070,hsl-full-if-99-0-0,300,300,1998898814
2865,,hsl-full-if-99-0-0 300x300 (1998898814).bmp,hsl,99,0,c,28056788.8,0,0,28056788.8,22020747319311.7,hsl-full-if-99-0-0,300,300,1998898814
2866,,hsl-empty-if-0-0-0 16x16 (1714636915).bmp,hsl,0,0,c,43998,0,0,43998,1055170,hsl-empty-if-0-0-0,16,16,1714636915
2867,,hsl-empty-if-0-0-0 16x16 (1714636915).bmp,hsl,99,0,c,47450.2,0,0,47450.2,12957867.6999998,hsl-empty-if-0-0-0,16,16,1714636915
2868,,fixed 296x296 (2001100545).bmp,hsl,0,0,c,28255780.4,0,0,28255780.4,242273450076454,fixed,296,296,2001100545
2869,,fixed 296x296 (2001100545).bmp,hsl,99,0,c,25422585.2,0,0,25422585.2,15078848621795.8,fixed,296,296,2001100545
2870,,random1 200x200 (749241873).bmp,hsl,0,0,c,11026135.2,0,0,11026135.2,12638499062480.7,random1,200,200,749241873
2871,,random1 200x200 (749241873).bmp,hsl,99,0,c,13152618.6,0,0,13152618.6,35872422930622.8,random1,200,200,749241873
2872,,hsl-full-if-99-0-0 32x32 (1649760492).bmp,hsl,0,0,c,250884.8,0,0,250884.8,12523298.6999969,hsl-full-if-99-0-0,32,32,1649760492
2873,,hsl-full-if-99-0-0 32x32 (1649760492).bmp,hsl,99,0,c,250932.8,0,0,250932.8,16558668.6999969,hsl-full-if-99-0-0,32,32,1649760492
2874,,hsl-full-if-99-0-0 280x280 (1433925857).bmp,hsl,0,0,c,23803636.2,0,0,23803636.2,20801045566313.2,hsl-full-if-99-0-0,280,280,1433925857
2875,,hsl-full-if-99-0-0 280x280 (1433925857).bmp,hsl,99,0,c,19687113.6,0,0,19687113.6,1607935038452.31,hsl-full-if-99-0-0,280,280,1433925857
2876,,random1 200x200 (338888228).bmp,hsl,0,0,c,9749731.2,0,0,9749731.2,1285016270574.7,random1,200,200,338888228
2877,,random1 200x200 (338888228).bmp,hsl,99,0,c,9959681.8,0,0,9959681.8,1475123197600.7,random1,200,200,338888228
2878,,fixed 184x184 (756898537).bmp,hsl,0,0,c,8044214,0,0,8044214,4523782692247.5,fixed,184,184,756898537
2879,,fixed 184x184 (756898537).bmp,hsl,99,0,c,9845955.4,0,0,9845955.4,49310630678466.8,fixed,184,184,756898537
2880,,fixed 204x204 (1129566413).bmp,hsl,0,0,c,9476026.8,0,0,9476026.8,7430682115549.7,fixed,204,204,1129566413
2881,,fixed 204x204 (1129566413).bmp,hsl,99,0,c,10611487.8,0,0,10611487.8,11786945531106.7,fixed,204,204,1129566413
2882,,hsl-empty-if-0-0-0 276x276 (1100661313).bmp,hsl,0,0,c,15665671.4,0,0,15665671.4,5092967356531.31,hsl-empty-if-0-0-0,276,276,1100661313
2883,,hsl-empty-if-0-0-0 276x276 (1100661313).bmp,hsl,99,0,c,12868797,0,0,12868797,1411983338222.5,hsl-empty-if-0-0-0,276,276,1100661313
2884,,fixed 364x364 (2053999932).bmp,hsl,0,0,c,34547454.4,0,0,34547454.4,135793345938922,fixed,364,364,2053999932
2885,,fixed 364x364 (2053999932).bmp,hsl,99,0,c,34946943.4,0,0,34946943.4,88769403380820.3,fixed,364,364,2053999932
2886,,hsl-full-if-99-0-0 192x192 (1973594324).bmp,hsl,0,0,c,14151562.4,0,0,14151562.4,32723614923623.3,hsl-full-if-99-0-0,192,192,1973594324
2887,,hsl-full-if-99-0-0 192x192 (1973594324).bmp,hsl,99,0,c,12648622.4,0,0,12648622.4,17658757102262.3,hsl-full-if-99-0-0,192,192,1973594324
2888,,hsl-full-if-99-0-0 352x352 (1918502651).bmp,hsl,0,0,c,37266519.6,0,0,37266519.6,34467731943700.2,hsl-full-if-99-0-0,352,352,1918502651
2889,,hsl-full-if-99-0-0 352x352 (1918502651).bmp,hsl,99,0,c,34913242.4,0,0,34913242.4,36412926758787.8,hsl-full-if-99-0-0,352,352,1918502651
2890,,hsl-full-if-99-0-0 140x140 (1369133069).bmp,hsl,0,0,c,7465741.6,0,0,7465741.6,13647217955253.8,hsl-full-if-99-0-0,140,140,1369133069
2891,,hsl-full-if-99-0-0 140x140 (1369133069).bmp,hsl,99,0,c,4708394,0,0,4708394,5976235026.5,hsl-full-if-99-0-0,140,140,1369133069
2892,,fixed 248x248 (2084420925).bmp,hsl,0,0,c,13058903.8,0,0,13058903.8,1849473156523.69,fixed,248,248,2084420925
2893,,fixed 248x248 (2084420925).bmp,hsl,99,0,c,19393596.6,0,0,19393596.6,59191896957965.4,fixed,248,248,2084420925
2894,,hsl-empty-if-0-0-0 108x108 (278722862).bmp,hsl,0,0,c,6176912.2,0,0,6176912.2,24900227521172.7,hsl-empty-if-0-0-0,108,108,278722862
2895,,hsl-empty-if-0-0-0 108x108 (278722862).bmp,hsl,99,0,c,1900356.8,0,0,1900356.8,16300206587.7002,hsl-empty-if-0-0-0,108,108,278722862
2896,,random2 200x200 (959798838).bmp,hsl,0,0,c,14294159,0,0,14294159,28685042741711.5,random2,200,200,959798838
2897,,random2 200x200 (959798838).bmp,hsl,99,0,c,12520098.2,0,0,12520098.2,7832402937693.19,random2,200,200,959798838
2898,,random2 200x200 (25750299).bmp,hsl,0,0,c,17543942.2,0,0,17543942.2,16942783819141.2,random2,200,200,25750299
2899,,random2 200x200 (25750299).bmp,hsl,99,0,c,17080475.4,0,0,17080475.4,55102854234185.3,random2,200,200,25750299
2900,,hsl-full-if-99-0-0 400x400 (1956297539).bmp,hsl,0,0,c,46465266.6,0,0,46465266.6,45126385292395.5,hsl-full-if-99-0-0,400,400,1956297539
2901,,hsl-full-if-99-0-0 400x400 (1956297539).bmp,hsl,99,0,c,48391642.8,0,0,48391642.8,91635946610855.5,hsl-full-if-99-0-0,400,400,1956297539
2902,,hsl-full-if-99-0-0 60x60 (2044897763).bmp,hsl,0,0,c,861048,0,0,861048,27588335,hsl-full-if-99-0-0,60,60,2044897763
2903,,hsl-full-if-99-0-0 60x60 (2044897763).bmp,hsl,99,0,c,5370178.2,0,0,5370178.2,102009480872576,hsl-full-if-99-0-0,60,60,2044897763
2904,,hsl-full-if-99-0-0 168x168 (1653377373).bmp,hsl,0,0,c,12489449.2,0,0,12489449.2,127105475551796,hsl-full-if-99-0-0,168,168,1653377373
2905,,hsl-full-if-99-0-0 168x168 (1653377373).bmp,hsl,99,0,c,9804282,0,0,9804282,17892107745700,hsl-full-if-99-0-0,168,168,1653377373
2906,,random2 200x200 (766480852).bmp,hsl,0,0,c,13159949.8,0,0,13159949.8,26655173111589.2,random2,200,200,766480852
2907,,random2 200x200 (766480852).bmp,hsl,99,0,c,13780595,0,0,13780595,25334911342403.5,random2,200,200,766480852
2908,,random1 200x200 (1264095060).bmp,hsl,0,0,c,17551645,0,0,17551645,56037649150317.5,random1,200,200,1264095060
2909,,random1 200x200 (1264095060).bmp,hsl,99,0,c,16361867.4,0,0,16361867.4,26003810021072.3,random1,200,200,1264095060
2910,,fixed 264x264 (1159126505).bmp,hsl,0,0,c,15307195.8,0,0,15307195.8,7239482118327.69,fixed,264,264,1159126505
2911,,fixed 264x264 (1159126505).bmp,hsl,99,0,c,21596906.2,0,0,21596906.2,64261033490387.8,fixed,264,264,1159126505
2912,,hsl-empty-if-0-0-0 36x36 (596516649).bmp,hsl,0,0,c,204579.8,0,0,204579.8,7985119.69999695,hsl-empty-if-0-0-0,36,36,596516649
2913,,hsl-empty-if-0-0-0 36x36 (596516649).bmp,hsl,99,0,c,210244.6,0,0,210244.6,24079759.8000031,hsl-empty-if-0-0-0,36,36,596516649
2914,,hsl-full-if-99-0-0 124x124 (1101513929).bmp,hsl,0,0,c,8768126.6,0,0,8768126.6,54226821031659.8,hsl-full-if-99-0-0,124,124,1101513929
2915,,hsl-full-if-99-0-0 124x124 (1101513929).bmp,hsl,99,0,c,4899246,0,0,4899246,4225351522196,hsl-full-if-99-0-0,124,124,1101513929
2916,,hsl-empty-if-0-0-0 380x380 (943947739).bmp,hsl,0,0,c,29482219.4,0,0,29482219.4,44086022941866.4,hsl-empty-if-0-0-0,380,380,943947739
2917,,hsl-empty-if-0-0-0 380x380 (943947739).bmp,hsl,99,0,c,30761327.4,0,0,30761327.4,17921673845791.8,hsl-empty-if-0-0-0,380,380,943947739
2918,,random1 200x200 (155324914).bmp,hsl,0,0,c,10486701,0,0,10486701,3109107599591.5,random1,200,200,155324914
2919,,random1 200x200 (155324914).bmp,hsl,99,0,c,14985993.4,0,0,14985993.4,154743304773715,random1,200,200,155324914
2920,,hsl-empty-if-0-0-0 52x52 (783368690).bmp,hsl,0,0,c,864945,0,0,864945,988015979289.5,hsl-empty-if-0-0-0,52,52,783368690
2921,,hsl-empty-if-0-0-0 52x52 (783368690).bmp,hsl,99,0,c,437865.2,0,0,437865.2,320479024.700012,hsl-empty-if-0-0-0,52,52,783368690
2922,,random2 200x200 (901471110).bmp,hsl,0,0,c,12291158.4,0,0,12291158.4,2709130439505.31,random2,200,200,901471110
2923,,random2 200x200 (901471110).bmp,hsl,99,0,c,16752377.4,0,0,16752377.4,55105424746678.3,random2,200,200,901471110
2924,,fixed 148x148 (1059961393).bmp,hsl,0,0,c,4303503.6,0,0,4303503.6,21005353054.8008,fixed,148,148,1059961393
2925,,fixed 148x148 (1059961393).bmp,hsl,99,0,c,14977715.4,0,0,14977715.4,94287965846600.8,fixed,148,148,1059961393
2926,,random2 200x200 (954978700).bmp,hsl,0,0,c,14668085.6,0,0,14668085.6,15988235584961.3,random2,200,200,954978700
2927,,random2 200x200 (954978700).bmp,hsl,99,0,c,13291147.8,0,0,13291147.8,15247469059983.2,random2,200,200,954978700
2928,,fixed 108x108 (278722862).bmp,hsl,0,0,c,3683006.6,0,0,3683006.6,9501119605650.8,fixed,108,108,278722862
2929,,fixed 108x108 (278722862).bmp,hsl,99,0,c,2734010.6,0,0,2734010.6,818658004143.801,fixed,108,108,278722862
2930,,random1 200x200 (1350490027).bmp,hsl,0,0,c,9194412,0,0,9194412,25450411985.5,random1,200,200,1350490027
2931,,random1 200x200 (1350490027).bmp,hsl,99,0,c,12952580.4,0,0,12952580.4,22775341652374.8,random1,200,200,1350490027
2932,,hsl-full-if-99-0-0 268x268 (805750846).bmp,hsl,0,0,c,23381965.8,0,0,23381965.8,53468148458536.2,hsl-full-if-99-0-0,268,268,805750846
2933,,hsl-full-if-99-0-0 268x268 (805750846).bmp,hsl,99,0,c,23451001.4,0,0,23451001.4,19684684632118.4,hsl-full-if-99-0-0,268,268,805750846
2934,,random1 200x200 (84353895).bmp,hsl,0,0,c,10275146.6,0,0,10275146.6,4525550757049.3,random1,200,200,84353895
2935,,random1 200x200 (84353895).bmp,hsl,99,0,c,10681077.4,0,0,10681077.4,5499152596153.31,random1,200,200,84353895
2936,,random1 200x200 (407487131).bmp,hsl,0,0,c,9511881.4,0,0,9511881.4,5453231219192.3,random1,200,200,407487131
2937,,random1 200x200 (407487131).bmp,hsl,99,0,c,12226178.2,0,0,12226178.2,8645521341939.69,random1,200,200,407487131
2938,,fixed 284x284 (1141616124).bmp,hsl,0,0,c,25074089,0,0,25074089,42610338135881.5,fixed,284,284,1141616124
2939,,fixed 284x284 (1141616124).bmp,hsl,99,0,c,19189288.6,0,0,19189288.6,16037161455602.9,fixed,284,284,1141616124
2940,,fixed 164x164 (1131176229).bmp,hsl,0,0,c,6920814.2,0,0,6920814.2,5164718080610.2,fixed,164,164,1131176229
2941,,fixed 164x164 (1131176229).bmp,hsl,99,0,c,6113632.6,0,0,6113632.6,3122576256531.3,fixed,164,164,1131176229
2942,,fixed 328x328 (356426808).bmp,hsl,0,0,c,23896171.4,0,0,23896171.4,25721275764240.4,fixed,328,328,356426808
2943,,fixed 328x328 (356426808).bmp,hsl,99,0,c,27119036,0,0,27119036,29149250339271.5,fixed,328,328,356426808
2944,,hsl-full-if-99-0-0 216x216 (1424268980).bmp,hsl,0,0,c,14028779.4,0,0,14028779.4,4259226084199.31,hsl-full-if-99-0-0,216,216,1424268980
2945,,hsl-full-if-99-0-0 216x216 (1424268980).bmp,hsl,99,0,c,13535589.8,0,0,13535589.8,15985132823233.7,hsl-full-if-99-0-0,216,216,1424268980
2946,,fixed 44x44 (1025202362).bmp,hsl,0,0,c,380935,0,0,380935,27520361.5,fixed,44,44,1025202362
2947,,fixed 44x44 (1025202362).bmp,hsl,99,0,c,389291.6,0,0,389291.6,41328477.7999878,fixed,44,44,1025202362
2948,,random2 200x200 (250037052).bmp,hsl,0,0,c,12133937.8,0,0,12133937.8,9478613457056.69,random2,200,200,250037052
2949,,random2 200x200 (250037052).bmp,hsl,99,0,c,12900378.2,0,0,12900378.2,6138886693823.19,random2,200,200,250037052
2950,,hsl-full-if-99-0-0 204x204 (1129566413).bmp,hsl,0,0,c,10673909.8,0,0,10673909.8,1166373137386.69,hsl-full-if-99-0-0,204,204,1129566413
2951,,hsl-full-if-99-0-0 204x204 (1129566413).bmp,hsl,99,0,c,11605574.8,0,0,11605574.8,13595935849823.7,hsl-full-if-99-0-0,204,204,1129566413
2952,,random2 200x200 (1113699290).bmp,hsl,0,0,c,17419602.2,0,0,17419602.2,64727352123622.7,random2,200,200,1113699290
2953,,random2 200x200 (1113699290).bmp,hsl,99,0,c,11291493.6,0,0,11291493.6,431953689805.312,random2,200,200,1113699290
2954,,hsl-full-if-99-0-0 340x340 (1780695788).bmp,hsl,0,0,c,29801335.6,0,0,29801335.6,10023594134965.3,hsl-full-if-99-0-0,340,340,1780695788
2955,,hsl-full-if-99-0-0 340x340 (1780695788).bmp,hsl,99,0,c,29388179.6,0,0,29388179.6,3110241191206.75,hsl-full-if-99-0-0,340,340,1780695788
2956,,random1 200x200 (87755422).bmp,hsl,0,0,c,12262121.2,0,0,12262121.2,8915854433263.69,random1,200,200,87755422
2957,,random1 200x200 (87755422).bmp,hsl,99,0,c,10854088.2,0,0,10854088.2,5439562740250.69,random1,200,200,87755422
2958,,hsl-full-if-99-0-0 256x256 (1827336327).bmp,hsl,0,0,c,17910967.8,0,0,17910967.8,4754101751682.69,hsl-full-if-99-0-0,256,256,1827336327
2959,,hsl-full-if-99-0-0 256x256 (1827336327).bmp,hsl,99,0,c,20565783.8,0,0,20565783.8,48681653523945.8,hsl-full-if-99-0-0,256,256,1827336327
2960,,hsl-empty-if-0-0-0 180x180 (608413784).bmp,hsl,0,0,c,6442724.8,0,0,6442724.8,9146169949555.7,hsl-empty-if-0-0-0,180,180,608413784
2961,,hsl-empty-if-0-0-0 180x180 (608413784).bmp,hsl,99,0,c,5446327.8,0,0,5446327.8,582631761779.703,hsl-empty-if-0-0-0,180,180,608413784
2962,,hsl-full-if-99-0-0 152x152 (2089018456).bmp,hsl,0,0,c,5708313.2,0,0,5708313.2,224328426006.703,hsl-full-if-99-0-0,152,152,2089018456
2963,,hsl-full-if-99-0-0 152x152 (2089018456).bmp,hsl,99,0,c,6734577.8,0,0,6734577.8,7995444101324.2,hsl-full-if-99-0-0,152,152,2089018456
2964,,random1 200x200 (1760281936).bmp,hsl,0,0,c,10301408.8,0,0,10301408.8,4250878495836.7,random1,200,200,1760281936
2965,,random1 200x200 (1760281936).bmp,hsl,99,0,c,10290441.2,0,0,10290441.2,408054777865.203,random1,200,200,1760281936
